feature,coef,abs_coef
cat__Station_Kushinagar Fazilnagar  Belwakala,0.9053250635372478,0.9053250635372478
cat__Station_Kushinagar Fazilnagar Jokwa Bujurg,-0.3809111876283282,0.3809111876283282
cat__Station_Kushinagar Fazilnagar Narayanpur Khoti,-1.2900181008540699,1.2900181008540699
cat__Station_Kushinagar Khadda Basdila,0.9416953494702511,0.9416953494702511
cat__Station_Kushinagar Khadda Khadda,0.7484748082553665,0.7484748082553665
cat__Station_Kushinagar Motichak Mathauli Bazar,0.08029342493523473,0.08029342493523473
cat__Station_Kushinagar Motichak Motichak,1.0826037728711526,1.0826037728711526
cat__Station_Kushinagar Sewarhi  Rampur Bagra N0.2,-0.22935617771797467,0.22935617771797467
cat__Station_Kushinagar Sewarhi Sewarhi,0.2895426523049309,0.2895426523049309
cat__Station_Kushinagar Tamkuhi Rajwatiya,0.4185942597808321,0.4185942597808321
cat__Station_Kushinagar Tamkuhi Tamkuhi,0.017469283309310413,0.017469283309310413
cat__Station_Lagdi Gullar Prathmik Vidyalaya,0.9376756978928142,0.9376756978928142
cat__Station_Luktra,16.959008608656177,16.959008608656177
cat__Station_MANDHATA PURV MADHYAMIK VIDYALAYA,-0.8964104075898831,0.8964104075898831
cat__Station_Madarpur_1,18.992580922104025,18.992580922104025
"cat__Station_Madhyamik Vidhyalaya, Dulha Daul",2.4202633441268517,2.4202633441268517
"cat__Station_Mahadeva Temple, Mahadeva",-4.154560715187813,4.154560715187813
cat__Station_Maharajganj Dhani Nausagar,0.0829272352859789,0.0829272352859789
cat__Station_Maharajganj Mithaura Bhagatar,0.8449152820147106,0.8449152820147106
cat__Station_Maharajganj Mithaura Madanpura,0.04912540263842402,0.04912540263842402
cat__Station_Maharajganj Nautanwa Purniha,-0.1863002316148652,0.1863002316148652
cat__Station_Maharajganj Nautanwa Sampatiha,0.13128476739893813,0.13128476739893813
cat__Station_Maharajganj Nichlaul Balaekhor,0.7242090062178477,0.7242090062178477
cat__Station_Maharajganj Nichlaul Garaura,1.0162468362569257,1.0162468362569257
cat__Station_Maharajganj Siswa Siswa,0.3157945714336847,0.3157945714336847
cat__Station_Mahgaon (UP-031),-4.824850774975403,4.824850774975403
cat__Station_Mahoba Charkhari Kuaan,-5.006748197540105,5.006748197540105
cat__Station_Mahoba Charkhari Natara,-3.842080068266341,3.842080068266341
cat__Station_Mahoba Charkhari Padha,-5.906532015017319,5.906532015017319
cat__Station_Mahoba Jaitpur saguniyamaph,-0.7719275655274487,0.7719275655274487
cat__Station_Mahoba Kabrai Karaha,-5.826500510908318,5.826500510908318
cat__Station_Mahoba Kabrai Sisri Kala,-1.323049765706969,1.323049765706969
cat__Station_Mahoba Panwari Didvara,-11.868489959472868,11.868489959472868
cat__Station_Mainpuri Karhal  Rajpur,-0.661752317875937,0.661752317875937
cat__Station_Mainpuri Karhal Mohabbatpur,-0.10534251771451864,0.10534251771451864
cat__Station_Mainpuri Karhal Naglamdari,1.3146294658786815,1.3146294658786815
cat__Station_Mainpuri Karhal Takhrau,1.035074316415887,1.035074316415887
cat__Station_Mainpuri Karhal Timrakh,0.9665406379648402,0.9665406379648402
cat__Station_Mandi Samiti-Muzaffar Nagar-Medium,-6.608151730326256,6.608151730326256
cat__Station_Mathura Baldeo  Khanpur,-5.0179805854402275,5.0179805854402275
cat__Station_Mathura Chaumuha Navagaon-11,-3.1725020496121488,3.1725020496121488
cat__Station_Mathura Chhata Chandauri,0.4854992766720443,0.4854992766720443
