station,district,anchor,date_from,age_days,anchor_valid,xgb_level,q05_level,q50_level,q95_level,change_30d_m,change_pooled_m,band_half_m,plausible,category
"Primary School/ Composite, Dholla Majra",SAHARANPUR,-9.147,2026-09-04 00:00:00,6,True,-8.886,-10.58,-9.125,-4.829,0.022,0.261,2.876,True,stable
Mainpuri Karhal  Rajpur,MAINPURI,-4.906,2026-09-01 00:00:00,9,True,-4.662,-6.345,-4.878,-1.779,0.028,0.244,2.283,True,stable
Kushinagar Sewarhi  Rampur Bagra N0.2,GORAKHPUR,-1.442,2026-09-04 00:00:00,6,True,-1.405,-2.869,-1.516,-0.403,-0.074,0.037,1.233,True,stable
Jaunpur Dobhi Kachhawan,JAUNPUR,-6.575,2026-09-03 18:00:00,6,True,-6.147,-8.041,-6.464,-0.451,0.111,0.428,3.795,True,stable
"Primary School/ Composite, Nasrullahgarh",SAHARANPUR,-7.311,2026-09-04 00:00:00,6,True,-7.065,-8.736,-7.26,-4.47,0.051,0.246,2.133,True,stable
Shahjahanpur Bhawal Kheda Shahbaj Pur,SHAHJAHANPUR,-3.097,2026-09-04 00:00:00,6,True,-2.853,-4.536,-3.069,-0.75,0.028,0.244,1.893,True,stable
"Janata Inter College, Lachheda",MUZAFFARNAGAR,-10.956,2026-08-29 00:00:00,12,True,-10.71,-12.377,-10.893,-8.607,0.063,0.246,1.885,True,stable
Shahjahanpur Dadraul Saraura (East),SHAHJAHANPUR,-3.538,2026-09-04 00:00:00,6,True,-3.294,-4.977,-3.51,-1.01,0.028,0.244,1.983,True,stable
"Primary School, Block Office",BAGHPAT,-21.014,2026-09-04 00:00:00,6,True,-20.753,-22.447,-20.986,-16.473,0.028,0.261,2.987,True,stable
Varansi Harahua Kakalpur,VARANASI,-22.093,2026-08-24 00:00:00,17,True,-21.665,-23.559,-21.992,-16.247,0.101,0.428,3.656,True,stable
Jaunpur Rampur Kaseru Nonara,JAUNPUR,-4.612,2026-08-25 18:00:00,15,True,-4.267,-6.051,-4.513,-0.273,0.099,0.345,2.889,True,stable
"Primary School, Kakadipur",BAGHPAT,-20.882,2026-09-04 00:00:00,6,True,-20.636,-22.305,-20.819,-19.001,0.063,0.246,1.652,True,stable
"Primary School, Paraon",LALITPUR,-0.391,2026-09-01 00:00:00,9,True,-0.373,-1.83,-0.471,0.378,-0.08,0.018,1.104,True,stable
Rasin_2,CHITRAKOOT,,2026-09-05 00:00:00,5,False,,,,,-20.861,-20.861,,False,unreliable
"Primary School, Gauripur Javahar Nagar",BAGHPAT,-24.77,2026-09-04 00:00:00,6,True,-24.509,-26.213,-24.746,-20.323,0.024,0.261,2.945,True,stable
Azamgarh Ahiraula Kandara,AZAMGARH,-3.627,2026-09-01 18:00:00,8,True,-3.353,-5.063,-3.543,-0.64,0.084,0.274,2.211,True,stable
"Primary School, Garher",JALAUN,-0.982,2026-09-02 12:00:00,7,True,-1.994,-2.428,-0.953,0.916,0.029,-1.012,1.672,True,stable
"Primary School, Bamhoori Khurd",MAHOBA,-1.979,2026-08-29 00:00:00,12,True,-1.942,-3.402,-2.045,-0.848,-0.066,0.037,1.277,True,stable
"Primary School, Gursarai tahrauli tahshil",JHANSI,-2.058,2026-08-29 00:00:00,12,True,-2.021,-3.485,-2.111,-0.658,-0.053,0.037,1.414,True,stable
Jaunpur Kerakat  Kharg Senpur,JAUNPUR,-3.992,2026-08-31 12:00:00,9,True,-3.647,-5.431,-3.893,-0.717,0.099,0.345,2.357,True,stable
Sonbhadra Babhani Bhawar,MIRZAPUR,-5.002,2026-08-23 18:00:00,17,True,-4.728,-6.426,-4.952,-3.217,0.05,0.274,1.605,True,stable
"Primary School, Dhikana",BAGHPAT,-17.471,2026-09-01 00:00:00,9,True,-17.21,-18.924,-17.443,-12.659,0.028,0.261,3.132,True,stable
Varansi Harahua Gurwat,VARANASI,-6.121,2026-08-23 18:00:00,17,True,-5.764,-7.547,-6.061,-3.814,0.06,0.357,1.867,True,stable
"Primary School, Vijaypura",LALITPUR,-1.537,2026-09-01 00:00:00,9,True,-1.5,-2.983,-1.518,-0.138,0.019,0.037,1.422,True,stable
"Primary School, Padra",JHANSI,-12.363,2026-07-05 18:00:00,66,True,-12.037,-13.791,-12.379,-8.568,-0.016,0.326,2.611,False,unreliable
"Primary School/ Composite, Jeevna",MUZAFFARNAGAR,-10.947,2026-08-28 12:00:00,12,True,-10.686,-12.38,-10.923,-7.244,0.024,0.261,2.568,True,stable
"Primary School, Khiriya",JHANSI,-0.2,2026-09-04 00:00:00,6,True,-0.182,-1.639,-0.28,0.11,-0.08,0.018,0.874,True,stable
"Primary School/ Composite, Fakreda",SAHARANPUR,-13.213,2026-08-25 12:00:00,15,True,-12.952,-14.658,-13.189,-9.576,0.024,0.261,2.541,True,stable
"Primary School, Dhanaura",JHANSI,-29.35,2026-08-29 00:00:00,12,True,-28.993,-30.783,-29.263,-25.256,0.087,0.357,2.764,True,stable
"Primary School, Shekhar",JHANSI,-7.343,2026-08-29 00:00:00,12,True,-6.986,-8.776,-7.249,-2.424,0.094,0.357,3.176,True,stable
"Primary School, Kailgwan",LALITPUR,-0.606,2026-09-03 12:00:00,6,True,-0.588,-2.045,-0.666,-0.096,-0.06,0.018,0.974,True,stable
"Primary School, Dewari",JALAUN,-1.831,2026-08-29 00:00:00,12,True,-1.794,-3.264,-1.884,-0.509,-0.053,0.037,1.377,True,stable
"Primary School, Kalan Bar Devran",LALITPUR,,2026-09-03 18:00:00,6,False,,,,,-1.816,-1.816,,False,unreliable
"Primary School, Dera Devra bujurg",JHANSI,-2.826,2026-08-26 06:00:00,14,True,-2.559,-4.272,-2.721,-0.704,0.105,0.267,1.784,True,stable
"Primary School/ Composite, Peepalhera",MUZAFFARNAGAR,-13.092,2026-09-03 12:00:00,6,True,-12.831,-14.53,-13.053,-9.091,0.039,0.261,2.719,True,stable
"Primary School, Bhagwanpur",BAGHPAT,-26.673,2026-09-01 00:00:00,9,True,-26.427,-28.106,-26.636,-22.997,0.037,0.246,2.555,True,stable
"Primary School, Bilata",LALITPUR,-4.699,2026-09-04 00:00:00,6,True,-4.354,-6.146,-4.577,0.622,0.122,0.345,3.384,True,stable
"Primary School, Bohra",JALAUN,-6.088,2026-08-29 00:00:00,12,True,-5.731,-7.521,-5.99,-1.484,0.098,0.357,3.019,True,stable
"Primary School, Sanori",LALITPUR,-0.282,2026-09-05 00:00:00,5,True,-0.264,-1.712,-0.363,0.52,-0.081,0.018,1.116,True,stable
Varansi Pindara Molanapur,VARANASI,-4.586,2026-08-27 18:00:00,13,True,-4.241,-6.025,-4.476,-0.594,0.11,0.345,2.715,True,stable
"Primary School, Karasdev Mandir",LALITPUR,-3.087,2026-09-05 00:00:00,5,True,-2.742,-4.526,-2.976,0.059,0.111,0.345,2.292,True,stable
"Primary School, Bhartpura",LALITPUR,-1.688,2026-09-03 00:00:00,7,True,-1.651,-3.127,-1.744,-0.535,-0.056,0.037,1.296,True,stable
"Primary School, Leharthkurpura",JHANSI,-1.622,2026-09-04 00:00:00,6,True,-1.585,-3.061,-1.678,-0.647,-0.056,0.037,1.207,True,stable
Devrar_1,BANDA,,2026-09-05 00:00:00,5,False,,,,,-20.861,-20.861,,False,unreliable
"Primary School/ Composite, Nandhera Khurd",SAHARANPUR,-5.653,2026-09-03 12:00:00,6,True,-5.391,-7.082,-5.628,-1.585,0.024,0.261,2.749,True,stable
"Primary School, Manupura",LALITPUR,-5.964,2026-08-15 00:00:00,26,True,-5.644,-7.392,-5.848,-2.837,0.116,0.32,2.277,True,stable
"Primary School, Bgra khisani bujurg",JHANSI,-2.498,2026-08-30 06:00:00,10,True,-2.361,-3.928,-2.476,-0.887,0.022,0.137,1.52,True,stable
Hamirpur Sumerpur Etara,HAMIRPUR,-4.337,2026-08-31 00:00:00,10,True,-3.992,-5.776,-4.219,0.268,0.118,0.345,3.022,True,stable
"Primary School, Bandpur",BAGHPAT,-24.704,2026-09-04 00:00:00,6,True,-24.443,-26.149,-24.68,-20.361,0.024,0.261,2.894,True,stable
"Primary School, Anrabali",MEERUT,-7.924,2026-08-21 18:00:00,19,True,-7.663,-9.357,-7.9,-4.027,0.024,0.261,2.665,True,stable
"Primary School, Belatal",MAHOBA,0.267,2026-09-01 00:00:00,9,True,-1.608,-1.163,0.2,0.811,-0.067,-1.875,0.987,True,stable
